Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_date,review,review_category
94032,UK,17605857,RPV0PQKID71J0,B0014E9174,846396403,Cloverfield [DVD],Video DVD,1,14,41,N,N,2008-03-14,"Hand-held shakey camera rubbish A big monster attacks a city, so a guy and his friends set out to save his gal and escape the carnage. Ancient story, yes, but with a new lease of life in the form of a Blair Witch Project-type perspective (hand-held shaky camera).  The movie starts in a city centre apartment during a party where all of the main characters are celebrating the lead actors new job in Japan. These main characters happen to be a bunch of twenty-something, good looking, loud, irritating New Yorkers who I did not care about in the least. The festivities are rudely interrupted when something explodes nearby and decapitates the Statue of Liberty. The said main characters set out on their rescue mission while avoiding the Army and a giant Godzilla like Alien.<br /><br />Stripped of conventional editing and music, in this movie experiment we have 90 minutes of shaky camera work though which we view the goings on. This is like watching a movie from the comfort of your washing machine in the middle of a 40 degree cycle. It is a nauseating experience.<br /><br />The movie itself is not good as I felt no compassion whatsoever for the main characters. They are archetypal and there is no character depth. We don't know what these characters are like, so we don't really care for them. In fact I was hoping they would all get munched by the Alien. I felt no hatred for the Alien as we only caught a few sightings of it (a fleeting leg here, a tail there, full length on News footage), and ultimately the movie is an empty experience. Cloverfield never explains its monsters arrival. In fact, the monster is a minor character; this movie is all about five annoying New Yorkers running around a ground zero type area with a camera.<br /><br />The only scary scene is when the heroes are trapped in a tunnel (Underground subway) and they are chased by baby aliens. Clearly, the director was watching the Vin Diesel masterpiece - Pitch Black- and used the exact same creatures in the same circumstances- under the cover of darkness. Total rip off.<br /><br />For me cinema is all about mellifluous dialogue, intricate framing, a good soundtrack and good acting on top of a great story. This movie experiment failed on all counts. It made me feel nauseous with its shaky camera work and poor story line. Disappointing.al rip off.      For me cinema is all about mellifluous dialogue, intricate framing, a good soundtrack and good acting on top of a great story. This movie experiment failed on all counts. It made me feel nauseous with its shaky camera work and poor story line. Disappointing.",0
75766,UK,1521938,R2R2R6OXTIL03Y,B008AT71WI,329543775,Little Shop of Horrors: Director's Cut [Blu-ray] [1986] [US Import] [Region Free],Video DVD,5,0,0,N,Y,2015-01-14,Fantastic Film is great especially with the original ending. and delivery was quick and efficient :),1
28202,UK,3805300,R3I1BXRT5MIL9I,B00IG2DOKM,784083581,Township,Mobile_Apps,5,0,0,N,Y,2014-11-17,"Love,it! Love this,game",1
2545,UK,4181185,R38IGRVRDZLRME,1862305277,361111048,The Boy in the Striped Pyjamas,Books,5,0,0,N,Y,2015-01-29,Five Stars Great book recommend to anyone,1
34524,UK,4644470,R2ZH72FNPKZXUJ,B0051UP5NQ,2686360,OfficeSuite Professional,Mobile_Apps,4,0,0,N,Y,2014-08-16,Four Stars Really made a difference to what I was trying to complete.,1
52567,UK,3713140,R33JEYNUGJQTUZ,B000001GBJ,957145596,Songs from A Secret Garden,Music,5,1,1,N,Y,2014-09-12,Five Stars beautiful cd i would recomened,1
67591,UK,20480813,R3B15K34IYHXMI,B000024KQO,22305198,Golden Heart,Music,3,0,0,N,Y,2015-01-06,Worth alook Not as good as I had hoped for.,0
66823,UK,19497591,RNU6D21CNOIVU,B002GZQYMK,849389845,The Resistance,Music,1,2,10,N,N,2011-12-23,"A disappointingly flat album, that doesn't take off I was hostile to Muse when this album came out and most of my friends were raving about it, and looking back, I remember why I was hostile. As much as I tried to like Muse, I just couldn't. Perhaps it was a naff album to try and get into for Muse, but it's a boring, flat album that just doesn't take off. All of the songs are unmemorable, disappointing, and like the Queen comments, when you look into it really deeply you will be surprised of how much they are alike.   Give credit to Muse though, they must be doing very successful at pulling in the thousands of loyal fans - But I just don't get what the hype is about. If the Glastonbury performances are anything to go by, they put on some great shows but most of this album seems like nothing but filler. It's song varies too widely to be able to define it as an album. It just isn't captivating enough to say I enjoy the album.   Matt Bellamy seems to polarise people as well. I enjoy synth music as much as the next person - And Kraftwerk, Jean Michel Jarre, Tangerine Dream... All great music makers. But why? There were no vocals, and especially no Matt Bellamy warbling on, distracting the attention away from the music itself.",0
90121,UK,8138524,R3VZ60HLLIAKUH,B005ZC7BLO,501966104,Bones - Season 7 [DVD],Video DVD,3,1,1,N,Y,2014-12-16,"Bones and Booth, happy families? Bones and Booth settling into 'happy families' was a bit of a different style to what 'Bones' followers have been used. Still fascinating insight into Forensic goings on supposedly at the Jeffersonian makes up for the new domesticated Bones and Booth. Whilst its supposed to reflect real life its obviously not going to be to everyone's taste and would not be a good idea if this formula was continued in later series and could lose fans ultimately. Bring back Zack and pit him and Hoskins together again would also boost what now is looking like scriptwriters stuck for ideas.",0
1060,UK,3384698,R2H16Q2RQEIUWA,0722532938,472619578,The Alchemist: A Fable About Following Your Dream,Books,5,0,0,N,Y,2015-04-24,Best Booko Ever Best book ever! I loved reading it. It changed the way I think.,1
48193,UK,16693082,R2L54GHHXPC2BC,B00B7Y0206,39162938,vTube for YouTube [FREE],Mobile_Apps,1,1,1,N,Y,2014-10-19,One Star FAKE Y,0
26244,UK,3280421,REKG815Z48122,B00FAPF5U0,46324555,Candy Crush Saga,Mobile_Apps,5,0,0,N,Y,2015-05-11,wow Addicted! Love this game,1
84284,UK,5086147,R2BI0DWT3ES5AY,B0000560XW,923059268,Braveheart (2 Disc Special Edition) [1995] [DVD],Video DVD,5,0,1,N,Y,2014-07-27,Five Stars great film thanks,1
22,UK,29867,R28LFV469YR9YO,1843544997,166171754,The Aquariums of Pyongyang: Ten Years in the North Korean Gulag,Books,5,0,0,N,Y,2014-07-06,"Wow, there is madness in this world. This book is about it. If you want to know about North Korea and its regime then this is definitely a book that will fill you with lots of information. It is a tragic story.",1
52257,UK,3605293,R2XLU5IMY44WR6,B0026JWDQW,4848225,Sunny Side Up,Music,4,0,0,N,N,2014-08-16,Four Stars Excellent,1
70827,UK,24521577,R2M393QDFMXOIH,B0015FRC9Q,695239579,Duke,Music,3,0,5,N,N,2009-07-06,"Good album but I already know all the best songs on it I know Genesis primarily through their excellent 3CD Best Of called The Platinum Collection.  I have since heard Trespass, Foxtrot, A Trick of the Tail, Duke and We Can't Dance.  So far I have been disappointed by the albums.  I have yet to find a song that didn't make it onto The Platinum Collection that's above okay.      In my experience the albums are fairly weak and that all the good stuff has been collected on The Platinum Collection.  If you don't already own it then the albums might satisfy you a lot more.  Nothing great appears to have been left behind.  And the albums are not as conceptually tight and of one whole piece as I expected.      1. \\""""Behind the Lines\\"""" - 5:31 (5 out of 5 stars)  Tuneful rocker with good lyrics and punchy drums.    2. \\""""Duchess\\"""" - 6:26 (5 stars)  A great and easily digested extended prog track.  It sounds like a straight forward song but still distinctly prog.    3. \\""""Guide Vocal\\"""" - (Banks) 1:35 (1 star)  Bland short song fragment.  Filler that says less than the band thinks it does.    4. \\""""Man of Our Times\\"""" (Rutherford) - 5:34 (2 stars)  Awkward, messy sounding song that just doesn't sound right.    5. \\""""Misunderstanding\\"""" (Collins) - 3:13 (5 stars)  Nice heartfelt song.    6. \\""""Heathaze\\"""" (Banks) - 4:59 (3 stars)  Too slow and subdued for my tastes, but it has some brief loud sections that sound great.  Lyrics are interesting during the second half.    7. \\""""Turn It On Again\\"""" - 3:50 (5 stars)  Loud straight forward rocker.  Lyrically of no great substance but better than what most bands usually come up with when doing simple songs.  A song of considerable craftsmanship.    8. \\""""Alone Tonight\\"""" (Rutherford) - 3:56 (2 stars)  Slow ballad that opens into something big and slightly bloated.  A bit boring.  Competent but banal and trite.  If I was to never hear it again I wouldn't be bothered.    9. \\""""Cul-de-sac\\"""" (Banks) - 5:05 (3 stars)  Starts great with big symphonic drums and lyrics about armies.  Unfortunately it fails to deliver on its opening promise.    10. \\""""Please Don't Ask\\"""" (Collins) - 4:01(3 stars)  Okay and melodic but unremarkable.  Nothing wrong with it, just a bit bland.    11. \\""""Duke's Travels\\"""" - 8:40 (3 stars)  Eventful near instrumental (vocals only start 6 minutes in) that rocks out.  Clearly an important track but it feels a bit like filler to me.    \\""""Duke's End\\"""" - 2:08 (4 stars)  Short instrumental hard rock reprise of the opening track \\""""Behind the Lines\\"""".      Duke is a solid 55 minute album.  It has four great songs (\\""""Turn It On Again\\"""", \\""""Behind the Lines\\"""", \\""""Duchess\\"""" and \\""""Misunderstanding\\"""") that are already available on the Best Of and it has some weaker tracks that range from rubbish to okay.  If you don't have The Platinum Collection then put the overall score up to four stars.  If you do have it, and listen to it quite a lot, then I don't think this album has much to offer.",0
49987,UK,18590999,R3D3IOPRWL05N4,B007ZGO7EM,274946566,Calculator Plus Free,Mobile_Apps,3,2,3,N,Y,2013-01-26,calculater very handy and cos of its full screen ap it is very easy to use and always handy when you require a calculater.,0
80025,UK,4093634,R36I3Q589KF2AW,B001J1O83E,208953261,Taken (Extended Harder Cut) [DVD] [2008],Video DVD,5,0,0,N,Y,2015-05-19,Five Stars Brilliany,1
6011,UK,5907122,R1VMOJ55N62VPM,1784753254,474654167,Grey: Fifty Shades of Grey as told by Christian,Books,5,0,0,N,Y,2015-07-29,great it was an excerlant read cant wait for the next one if there is a next one x,1
54882,UK,4496836,R2LL456I5UPHW3,B00000612P,351416036,Every Picture Tells A Story,Music,5,0,1,N,Y,2015-01-12,Five Stars good,1
98552,UK,20887851,R15DE1CJLA0625,B006X03YT0,966513186,Skyfall [DVD],Video DVD,3,0,1,N,N,2013-04-10,"Bond is falling, but not fallen Honestly, this is not bad - it's not great either, but it's not terrible.<br /><br />The good things? Great opening credits, a sensible plot that has pace, all the major plots are resolved neatly.<br /><br />The bad things? I struggled with the lack of tension. There were no great reveals or surprise twists.<br /><br />The story itself had been done before with Golden Eye (rogue MI6 agent perceives betrayal and takes on the establishment before Bond takes him out). The chase scene a the beginning, although impressive, was too similar to that in Quantum of Solace only taken a bit further.<br /><br />This is not the worst Bond by a long way, but I feel I'm being generous by giving it 3/5",0
73976,UK,28224958,RKOU803HTY940,B00TRUJ7P8,802302032,Global,Music,3,4,4,N,Y,2015-05-16,"Behind his time possibly? In trying to stay \\""""with it\\"""" has he made a boring album? Well maybe, but it does still have the \\""""Todd\\"""" sound in here. His fans I'm sure will think he can do no wrong and possibly he can't, but this does boarder on weak, although the songs do have a strong feel to them.<br />The rhythm machine is in full swing with many electronic appliances in evidence, plus authentic instruments as well, of course. This is not to say it's a bad thing as they suit the music. But at times it actually lingers in the eighties electric movement.<br />I have to say that I've aways loved to move within music and I had hope Todd Rundgren's new release would have done the same, but alas it falls well short in my book.<br /><br />There is a great DVD that comes with this release, some may say self indulgent, but I think he has enough fans to really appreciate this. It is fun and has a relaxing feel, with a gig at a small club type venue, concluding with a pleasant interview at the end.<br /><br />I still like his attitude to life and his lyrical content is as always on the money, (hippieisam lives here, just), but he seems lost in his musical direction unless you yourself are still there with him, in which case you may still like this project as it does have merit.",0
29618,UK,4147353,R1VEQBD56YO0B0,B00QL0ST1K,811539537,FIFA 15 ULTIMATE TEAM,Mobile_Apps,5,4,5,N,Y,2015-01-18,Awesome LEGENDARY FIFA GAME,1
77737,UK,3578361,R1NVNI36N6B4OD,B00M0GLM36,443634911,The Lion King [DVD],Video DVD,5,0,0,N,Y,2015-05-19,"Five Stars Probably one of thier best - sad in places, funny most of the time and the music is fab.",1
26501,UK,3420465,R1OR9WD6NEIJXQ,B00DUGCLY4,144324129,Guess The Emoji,Mobile_Apps,4,0,0,N,Y,2014-12-29,4star job Best game ever.,1
28766,UK,3945737,RM0VJ6X6HXMN6,B00E8KLWB4,488246640,The Secret Society® - Hidden Mystery,Mobile_Apps,4,0,0,N,Y,2015-01-18,good Good game enjoyin it,1
3886,UK,4989621,R3DMAZGIZ4F0R9,0007453582,919507148,Demon Dentist,Books,5,0,0,N,Y,2015-04-11,"arrived in good time, he loves the book Purchased for my grandson,arrived in good time,he loves the book, satisfied customer.",1
47764,UK,15872405,RMT6F2OE8TKFL,B009XWD02G,480665671,Mp3 Downloader,Mobile_Apps,1,0,0,N,Y,2015-07-30,Idiotic I tried to listen to music and I got fart noises!!<br />I would love this app if it was SHUT DOWN!!<br />What kind of idiots made this?!,0
40981,UK,5693090,R3HOI4RLR205ZL,B00H4R71H2,711845589,Nav for Google Maps,Mobile_Apps,2,0,0,N,Y,2015-01-31,Two Stars Needs to have a minimise icon for directions.,0
17678,UK,20197186,R1HS01CDDKHD68,0007165005,846801106,"PS, I Love You",Books,1,14,19,N,N,2004-07-07,"PS - I hated it.................Sentimental drivel ! Due to all the hype - I just had to read this book and boy, was it an effort. Think 'Chicken soup for the soul' meets 'Highway to Heaven' meets badly written chic-lit and you've got 'PS-I love you'. Fair play to the young Writer - she must have some talent as the book is selling well - Having struggled through it though, I don't know why? Anyone laughing or weeping whilst reading this drivel is either demented or has a lot of 'issues'  <br />I'm sure it will sell well in the USA - they like this sentimental, touchy/feely krud. My copy now resides in my bathroom. There, it serves some use - I can just about bring myself to wipe with it.  Not worth the money and doesn't live up the hype. <br />Buy toilet roll instead - Its cheaper and more interesting not to mention more effective.",0
25259,UK,86831,R1M8J5GATX12M5,B007TNS6JI,874515445,Dungeon Hunter 3 (Kindle Tablet Edition),Mobile_Apps,5,1,1,N,Y,2013-04-23,great game Excellent addictive game love it<br />Only got one gripe every now and then I get an invisible enemy I can't kill and lose the level to start again but other then that it is a 5 star rating from me,1
91321,UK,10199263,R1QNYJTWG4OU3X,B001KTRFPI,726566700,Labyrinth [Blu-ray] [2009] [Region Free],Video DVD,2,0,11,N,Y,2014-10-09,Two Stars Not to my taste,0
92892,UK,16079135,R1ERD4186IG6C2,B000VEBP1I,14211354,Poltergeist (25th Anniversary Edition) [DVD] [1982],Video DVD,3,0,0,N,Y,2015-07-18,Ok Ok,0
62228,UK,6693597,R17W3AIKX11L00,B002P2S9RC,46848287,Here We Go Again,Music,5,1,1,N,Y,2015-05-29,Five Stars Great Singer great album,1
1955,UK,3858018,R3CPISG79UKXIC,1444777572,520851019,The World According to Bob: The further adventures of one man and his street-wise cat,Books,5,0,0,N,Y,2014-07-10,"Five Stars Love the book, love Bob. Very good value from Amazon at half price. Delivery was excellent as well.",1
99483,UK,21415541,R15WM29JSXEKA4,B0001XLY5Q,198816259,Something's Gotta Give [DVD] [2003],Video DVD,2,1,3,N,N,2012-03-05,"Embarrassing I don't know which actor made me cringe more. Nicholson and Keaton's characters flounce around like teens in heat, hysterical (not funnily so)and gruesomely self-indulgent by turns. Not remotely believable or sympathetic. Long before the mid-way point I ceased to give a damn about them or their love-lives. And poor Keanu is a mere cipher in this sorry mess. He looks bemused most of the time -  as in, what the hell am I doing in this? kind of bemused. Barely a decent laugh in it either. Actually, two stars is probably pretty generous.",0
15164,UK,16440452,R1RPRTVWSRYRSK,0099579936,600633062,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),Books,1,0,0,N,Y,2013-02-08,"Irritating I could not believe the author who is not a young girl, could write such nonsense about a young girl being so totally submissive for a guy who is nothing more than a bully.<br />I detested it. The descriptions of the sex must have been derived from text books of some kind as it was just too repetitive and boring to be true.",0
86768,UK,5547001,R2XGEL5V05KH68,B001PO5N6G,515671301,The Curious Case Of Benjamin Button [Blu-ray] [2009] [Region Free],Video DVD,5,0,1,N,Y,2013-06-03,"spetacular When the film begins, which comes from Warner logo has to see the greatness of the picture quality of this film, just perfect, and the story is wonderful, David Fincher nailed this one, quality first.",1
18752,UK,21221271,R3VQPTMF4AVONE,1405910259,758174477,Reflected in You,Books,3,0,0,N,Y,2013-01-04,"Same as same as!!! This was meant to be better than 50 Shades, not that that trilogy was anything special but this is less so.",0
71995,UK,25956841,R1K37Q9LF7KO7T,B0002BO0AS,511086150,The Oncoming Storm,Music,2,2,11,N,N,2006-08-18,"Wrong Wrong Wrong First off, a gripe. Any review that starts \\""""This is the first Metal record I ever bought...\\"""" and within a few sentences includes \\""""its the best metal guitar work going\\"""" needs to be disregarded. This is not heavy, but it is metal-ish. Compared to the average 13-20 year olds perception of what a metal album is, this is probably some rocking stuff, however, I am talking about a generation that dont know who pantera were, think Cannibal Corpse was a joke in Ace Ventura, and are sure they have something by At The Gates on a victory records sampler they got free at a less than jake gig. Sick. <br />As a bitter and twisted, long-suffering and experienced lover of metal, I couldnt help but think this album was a tad corny, and the whole scene of this type of band (shadows fall, all that remains etc) seem to sound a lot like In Flames, maybe thats the problem. If you have anything in your collection by At the Gates, Black Dahlia Murder, Death, Dillinger Escape Plan or suchlike, then this is probably best avoided....you heard it ten years ago. <br />Go and buy Epitaph by Necrophagist instead, now that could be the best guitar work I ever heard......",0
79290,UK,3918453,R1APYLHH25Y62F,B000KRMZMO,844952033,World Trade Center [DVD],Video DVD,5,0,1,N,Y,2015-01-08,Five Stars Good,1
11205,UK,8620590,R3ONK7HIYCCKT9,1847370292,991967636,The Secret 10th Anniversary Edition,Books,5,0,0,N,Y,2014-08-28,Five Stars Excellent read,1
58297,UK,5524368,R3I2J717K4TQ8L,B00005NIDK,249025282,Magnification,Music,5,0,2,N,Y,2014-11-14,Five Stars Arrived in excellent condition. Last studio album by Jon Anderson with YES.<br />YES back to their best,1
40157,UK,4880499,R3LWCWHC2QHFZZ,B00B7Y0206,39162938,vTube for YouTube [FREE],Mobile_Apps,3,0,0,N,Y,2014-03-18,its good It was to to start with but then just kept on crashing... but good quality when it actually works properly. :/,0
19454,UK,21959494,R3S1HUORMOWV5J,1846071224,785505948,The Wheels On The Bus: Favourite Nursery Rhymes (BBC Audio Children's),Books,1,0,1,N,Y,2014-08-19,One Star Would not play in the car on our long journey to France,0
95474,UK,18802791,R3SSSWFQ0IJF6T,B00BBTNNZS,372327958,Despicable Me 2 [Blu-ray],Video DVD,1,1,5,N,Y,2014-11-19,"A let down... Disappointing! Wish they had stopped after film no 1, as the quality of the humour in this film is dire to say the least.",0
30845,UK,4321890,R303X45P0NTALI,B00594XOZU,191341525,Kik Messenger,Mobile_Apps,5,0,0,N,Y,2015-04-13,"lewis_palmer98 16 m from the UK looking for someone new to talk to and have a good time with with lots of laughs, igneous interested in talking then my kik is lewis_palmer98.<br />I'm on kik a lot so I'm quite quick at replying😀😀 x",1
73585,UK,27748143,R11ZXWOJUHD87P,B000000WFF,433811164,Spiceworld,Music,1,5,45,N,N,2005-06-01,"yiekkkk!!!!!!!!!!!! who'll still listen to the girl \\""""sucked band\\"""" in the next 15 years? their profile is gone! the girls are unsuccesfull!<br />you can't stop the stupid kids for buying this album. who still recognize these maids in the next 10 years? it is the same case like britney spears and Tina alguiera. pls throw away the cd from your window!!! <br />PS: That's why the Rock classic bands like Deep Purple, Uriah Heep are still going around because the most young bands cannot stay longer than 3 years nowadays.",0
88676,UK,5518626,RNKFO2132SDVQ,B000FII3MY,758678417,Stephen King's It [DVD] [2006],Video DVD,1,1,3,N,Y,2014-07-16,Unhappy .. Only half of the film on the DVD .<br />Not happy ....,0
54047,UK,4181193,RB8P73FGPKG0S,B00BS3EMNY,929239473,The Shocking Miss Emerald,Music,4,0,0,N,Y,2014-06-19,Great cd Enjoyed all the tracks good holiday music  all upbeat song my favourite would be tangled up if I had to choose,1
50413,UK,930752,R2GL4S77FJPM5S,B00PYXHY20,442674759,Terraplane,Music,5,0,2,N,Y,2015-02-24,Five Stars Great product,1
29392,UK,4087702,R2BSBJY3MAU5YL,B00FAPF5U0,46324555,Candy Crush Saga,Mobile_Apps,4,0,0,N,Y,2015-06-08,"candy crush Great game, very addictive.",1
90334,UK,8544711,R1W5ZPAXAY4JVS,B00EZJZOVW,147054708,Vikings - Season 1 [DVD] [2013],Video DVD,3,1,3,N,Y,2014-06-23,"Not great it was ok but nothing special, but i'll get the second series, it may get better, when it is released",0
74337,UK,28523435,R3KHWJSX14086R,B00J7UL6V6,738043620,Turn Blue,Music,3,0,0,N,Y,2014-08-14,"Three Stars not their best, &#34;el camino&#34; is far better.",0
89707,UK,7587881,R3CQ3FI12MPU2S,B009VI641G,37602520,After Earth [DVD] [2013],Video DVD,1,1,2,N,Y,2015-08-18,One Star Very disappointed in Will Smith. This movie looks too artificial with no creativity. Don't waste your money,0
17810,UK,20337527,R1R6ADREX7H0P1,0141807830,496532448,The Twits,Books,3,0,2,N,Y,2013-02-19,"GREAT ITEM BUT i WISH THEY WOULD COMBINE THE POSTAGE Great item, but ordered three different stories and had to pay three separate P&P which was nearly as much as the disc, even though they all came from the same company.",0
50273,UK,83863,R3GV9LSFH6K6L0,B000006TNS,300222272,The Fat of the Land,Music,5,0,0,N,Y,2014-07-31,Five Stars excellent item and fast delivery,1
33037,UK,4590312,REG3UG1T4R25P,B00E6Z0THE,796265984,Alice Trapped in Wonderland,Mobile_Apps,5,5,5,N,Y,2014-02-24,"very intresting I loved this game, it is the type of game that I like, I think the clues are good and when you are stuck you can normally work it out by keep referring to them I would have liked to see Alice at the end and some animals felt a bit let down",1
30,UK,32101,R37EQ2MKCIIMZT,1401223176,192335505,Batman Hush Complete TP,Books,5,0,0,N,Y,2013-07-07,"Amazing One of the finest graphic novels out there, Hush is one of the definitive interpretations of the Dark Knight, defiantly up the ere with the likes of The Dark Knight Returns. Just buy this  you won't regret it!",1
96591,UK,19662709,R3R7Z4HUAYAMJC,B00IONUN34,872568687,The Grand Budapest Hotel [DVD],Video DVD,1,2,8,N,Y,2015-03-02,The worst movie I have seen for a long time Don't believe the fabricated hype about this film. It disappoints on every level. The worst movie I have seen for a long time.,0
85291,UK,5276959,R2BANFY3R8JBGZ,B0095HHL1U,803981632,The Hobbit: The Desolation of Smaug [DVD] [2013],Video DVD,5,0,2,N,Y,2014-11-30,"Great Film, delivered in time stated Great Film , delivered in time stated , thanks  S.",1
5728,UK,5790098,RLVB3IWDG3DGG,3404171780,691626223,Er Ist Wieder Da,Books,5,0,0,N,Y,2015-08-23,"Five Stars wierd and fun, not to be taken seriously.",1
59370,UK,5843286,R2WZ11HCFMV87F,B000Q7ZBK6,801021514,American Graffiti,Music,5,0,0,N,Y,2014-02-14,"WOLFMAN JACK LIVES FOREVER! Just Great, the Best with a great young and new unspoiled cast.<br />Just look at them now!<br />One of the best movies EVER, although I was just a young teenager myself back then.",1
52728,UK,3762811,R3F3JCPNT46QYS,B00FNM3LGK,851769155,X,Music,5,0,1,N,Y,2014-09-20,"Five Stars FAV, ALBUM ATM",1
29702,UK,4169064,R11QV2CL9ZTKMY,B00881VLCE,76742616,Magic Jigsaw Puzzles,Mobile_Apps,5,1,1,N,Y,2014-03-22,magic jigsaw puzzles Very entertaining easy to do and download very happy with my choice really enjoyed doing the games get more soon,1
43013,UK,7779481,R1BVEPZLVMO8BW,B00CO52NLI,458847731,PetWorld 3D: My Animal Rescue,Mobile_Apps,1,2,4,N,Y,2014-07-04,pointless Do don't do much and after the first day it was boring. If you don't buy any more animals you will only have rabbits and hamsters to look after and that isn't much fun,0
30432,UK,4299652,RDFI1IKOZ633S,B008M721MS,259980850,Skype,Mobile_Apps,5,0,0,N,Y,2015-08-10,I think Skype is really good. You can contact any one and it's really ... I think Skype is really good.<br />You can contact any one and it's really fun.<br />You can also text on it so it is really great,1
35476,UK,4654138,R3JYGPP8LJSSMY,B00BHHIWQO,668101000,Diamond Dash,Mobile_Apps,5,3,3,N,Y,2014-01-01,mint download Get this app now !!!!!! If you're competitive and like to challenge your friends via social networking this is the game to download.. Xxx,1
2363,UK,4068269,RAMUN24QYLD9I,1785150286,652741483,Go Set a Watchman,Books,5,0,2,N,Y,2015-07-17,"A good read. Arrived bang on time. The perfect gift for my wife, who loves To kill a mocking bird. She says it's a good read, and that is good enough for me.",1
55559,UK,4691399,R2CFOKSNCBDQN,B00EZ7K58G,732545107,Live At The Greek [VINYL],Music,5,0,0,N,Y,2014-12-27,Sounding better.. Had the cds but this sounds much better...  Love it..,1
82989,UK,4824021,R3N6QFEK7SV9IE,B00004R95F,593911119,Quadrophenia [DVD] [1979],Video DVD,4,0,0,N,Y,2014-02-23,"An old favourite. Bought as a Christmas present (due to a &#34;hint&#34;).  Much appreciated, and enjoyed. Will no doubt be viewed many times",1
37528,UK,55942,R2MO4T4QTROMFL,B00IG2DOKM,784083581,Township,Mobile_Apps,3,0,0,N,Y,2014-12-22,"keeps freezing The game itself is decent and good when you're bored, but the constant freezing and restarting makes it slow and difficult to play.",0
